10:33:12,921 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback-test.xml]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback.groovy]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Found resource [logback.xml] at [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml]
10:33:12,956 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@5fa7e7ff - URL [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml] is not of type file
10:33:13,053 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - debug attribute not set
10:33:13,072 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
10:33:13,077 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [CONSOLE]
10:33:13,087 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,155 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
10:33:13,161 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [FILE]
10:33:13,188 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - No compression will be used
10:33:13,190 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - Will use the pattern log/uds-web-api.%d{yyyy-MM-dd}.%i.log for the active file
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - The date pattern is 'yyyy-MM-dd' from file name pattern 'log/uds-web-api.%d{yyyy-MM-dd}.%i.log'.
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Roll-over at midnight.
10:33:13,198 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Setting initial period to Thu Apr 29 10:33:13 CST 2021
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - SizeAndTimeBasedFNATP is deprecated. Use SizeAndTimeBasedRollingPolicy instead
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - For more information see http://logback.qos.ch/manual/appenders.html#SizeAndTimeBasedRollingPolicy
10:33:13,202 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - Active log file name: log/uds-web-api.2021-04-29.0.log
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - File property is set to [null]
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [com.cetc28] to INFO
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.RootLoggerAction - Setting level of ROOT logger to INFO
10:33:13,206 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [FILE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - End of configuration.
10:33:13,208 |-INFO in ch.qos.logback.classic.joran.JoranConfigurator@4d76f3f8 - Registering current configuration as safe fallback point


  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
14:43:19.331 [http-nio-8382-exec-7] DEBUG c.l.u.d.X.selectConditionAndPage - ==> Parameters: 10(Integer)
14:43:19.332 [http-nio-8382-exec-7] DEBUG c.l.u.d.X.selectConditionAndPage - <==      Total: 10
14:43:23.306 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectCondition - ==>  Preparing: SELECT distinct id, dw_bh, dw_mc, dw_fzrbh, dw_fzr, dw_ldbz, d.start_date, d.end_date FROM xcxj_target_info a LEFT JOIN ( SELECT a.object_code, b.start_date, b.end_date FROM xcxj_group_object a INNER JOIN xcxj_patrol_plan b ON a.plan_id = b.id INNER JOIN ( SELECT a.object_code, MAX( b.start_date ) max_date FROM xcxj_group_object a INNER JOIN xcxj_patrol_plan b ON a.plan_id = b.id GROUP BY a.object_code ) c ON a.object_code = c.object_code AND b.start_date = c.max_date ) d ON a.dw_bh = d.object_code where 1=1 
14:43:23.307 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectCondition - ==> Parameters: 
14:43:23.311 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectCondition - <==      Total: 28
14:43:23.311 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.312 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ01(String)
14:43:23.313 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
14:43:23.313 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.313 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ02(String)
14:43:23.314 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
14:43:23.315 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.315 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ03(String)
14:43:23.316 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
14:43:23.316 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.316 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ04(String)
14:43:23.317 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.317 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.318 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ05(String)
14:43:23.318 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.319 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.319 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ06(String)
14:43:23.320 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
14:43:23.320 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.320 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ07(String)
14:43:23.321 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
14:43:23.322 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.322 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ08(String)
14:43:23.323 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
14:43:23.323 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.323 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ09(String)
14:43:23.324 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.324 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.325 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ10(String)
14:43:23.325 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.326 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.326 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ11(String)
14:43:23.327 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.327 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.327 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ12(String)
14:43:23.328 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.328 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.328 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ13(String)
14:43:23.329 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.329 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.329 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ14(String)
14:43:23.330 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.330 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.330 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ15(String)
14:43:23.331 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.332 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.332 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ16(String)
14:43:23.332 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.333 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.333 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ17(String)
14:43:23.334 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.334 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.334 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ18(String)
14:43:23.335 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.335 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.335 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ19(String)
14:43:23.336 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.337 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.337 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ20(String)
14:43:23.338 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.338 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.338 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ21(String)
14:43:23.339 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.339 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.339 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ22(String)
14:43:23.340 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.340 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.340 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ23(String)
14:43:23.341 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.341 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.341 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ24(String)
14:43:23.342 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.343 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.343 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ25(String)
14:43:23.344 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.344 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.344 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ26(String)
14:43:23.345 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
14:43:23.345 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
14:43:23.345 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 14:43:23(String), DZ27(String)
14:43:23.346 [http-nio-8382-exec-10] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
